,pref,pop_dens,pref_no
9504,Fukui,713 ,18
9505,Yamanashi,850 ,19
9506,Aomori,386 ,2
9507,Nagano,635 ,20
9508,Gifu,899 ,21
9509,Shizuoka,1325 ,22
9510,Aichi,2527 ,23
9511,Mie,865 ,24
9512,Shiga,1082 ,25
9513,Kyoto,2201 ,26
9514,Osaka,6620 ,27
9515,Hyogo,1964 ,28
9516,Nara,1555 ,29
9517,Iwate,330 ,3
9518,Wakayama,830 ,30
9519,Tottori,617 ,31
9520,Shimane,519 ,32
9521,Okayama,852 ,33
9522,Hiroshima,1213 ,34
9523,Yamaguchi,796 ,35
9524,Tokushima,721 ,36
9525,Kagawa,951 ,37
9526,Ehime,800 ,38
9527,Kochi,600 ,39
9528,Miyagi,731 ,4
9529,Fukuoka,1848 ,40
9530,Saga,610 ,41
9531,Nagasaki,792 ,42
9532,Kumamoto,625 ,43
9533,Oita,631 ,44
9534,Miyazaki,580 ,45
9535,Kagoshima,484 ,46
9536,Okinawa,1243 ,47
9537,Akita,302 ,5
9538,Yamagata,374 ,6
9539,Fukushima,438 ,7
9540,Ibaraki,719 ,8
9541,Tochigi,648 ,9
9542,Hokkaido,235 ,1
9543,Gunma,852 ,10
9544,Saitama,2844 ,11
9545,Chiba,1761 ,12
9546,Tokyo,9793 ,13
9547,Kanagawa,6253 ,14
9548,Niigata,490 ,15
9549,Toyama,567 ,16
9550,Ishikawa,818 ,17
9551,Fukui,713 ,18
9552,Yamanashi,850 ,19
9553,Aomori,386 ,2
9554,Nagano,635 ,20
9555,Gifu,899 ,21
9556,Shizuoka,1325 ,22
9557,Aichi,2527 ,23
9558,Mie,865 ,24
9559,Shiga,1082 ,25
9560,Kyoto,2201 ,26
9561,Osaka,6620 ,27
9562,Hyogo,1964 ,28
9563,Nara,1555 ,29
9564,Iwate,330 ,3
9565,Wakayama,830 ,30
9566,Tottori,617 ,31
9567,Shimane,519 ,32
9568,Okayama,852 ,33
9569,Hiroshima,1213 ,34
9570,Yamaguchi,796 ,35
9571,Tokushima,721 ,36
9572,Kagawa,951 ,37
9573,Ehime,800 ,38
9574,Kochi,600 ,39
9575,Miyagi,731 ,4
9576,Fukuoka,1848 ,40
9577,Saga,610 ,41
9578,Nagasaki,792 ,42
9579,Kumamoto,625 ,43
9580,Oita,631 ,44
9581,Miyazaki,580 ,45
9582,Kagoshima,484 ,46
9583,Okinawa,1243 ,47
9584,Akita,302 ,5
9585,Yamagata,374 ,6
9586,Fukushima,438 ,7
9587,Ibaraki,719 ,8
9588,Tochigi,648 ,9
9589,Hokkaido,235 ,1
9590,Gunma,852 ,10
9591,Saitama,2844 ,11
9592,Chiba,1761 ,12
9593,Tokyo,9793 ,13
9594,Kanagawa,6253 ,14
9595,Niigata,490 ,15
9596,Toyama,567 ,16
9597,Ishikawa,818 ,17
9598,Fukui,713 ,18
9599,Yamanashi,850 ,19
9600,Aomori,386 ,2
9601,Nagano,635 ,20
9602,Gifu,899 ,21
9603,Shizuoka,1325 ,22
9604,Aichi,2527 ,23
9605,Mie,865 ,24
9606,Shiga,1082 ,25
9607,Kyoto,2201 ,26
9608,Osaka,6620 ,27
9609,Hyogo,1964 ,28
9610,Nara,1555 ,29
9611,Iwate,330 ,3
9612,Wakayama,830 ,30
9613,Tottori,617 ,31
9614,Shimane,519 ,32
9615,Okayama,852 ,33
9616,Hiroshima,1213 ,34
9617,Yamaguchi,796 ,35
9618,Tokushima,721 ,36
9619,Kagawa,951 ,37
9620,Ehime,800 ,38
9621,Kochi,600 ,39
9622,Miyagi,731 ,4
9623,Fukuoka,1848 ,40
9624,Saga,610 ,41
9625,Nagasaki,792 ,42
9626,Kumamoto,625 ,43
9627,Oita,631 ,44
9628,Miyazaki,580 ,45
9629,Kagoshima,484 ,46
9630,Okinawa,1243 ,47
9631,Akita,302 ,5
9632,Yamagata,374 ,6
9633,Fukushima,438 ,7
9634,Ibaraki,719 ,8
9635,Tochigi,648 ,9
9636,Hokkaido,235 ,1
9637,Gunma,852 ,10
9638,Saitama,2844 ,11
9639,Chiba,1761 ,12
9640,Tokyo,9793 ,13
9641,Kanagawa,6253 ,14
9642,Niigata,490 ,15
9643,Toyama,567 ,16
9644,Ishikawa,818 ,17
9645,Fukui,713 ,18
9646,Yamanashi,850 ,19
9647,Aomori,386 ,2
9648,Nagano,635 ,20
9649,Gifu,899 ,21
9650,Shizuoka,1325 ,22
9651,Aichi,2527 ,23
9652,Mie,865 ,24
9653,Shiga,1082 ,25
9654,Kyoto,2201 ,26
9655,Osaka,6620 ,27
9656,Hyogo,1964 ,28
9657,Nara,1555 ,29
9658,Iwate,330 ,3
9659,Wakayama,830 ,30
9660,Tottori,617 ,31
9661,Shimane,519 ,32
9662,Okayama,852 ,33
9663,Hiroshima,1213 ,34
9664,Yamaguchi,796 ,35
9665,Tokushima,721 ,36
9666,Kagawa,951 ,37
9667,Ehime,800 ,38
9668,Kochi,600 ,39
9669,Miyagi,731 ,4
9670,Fukuoka,1848 ,40
9671,Saga,610 ,41
9672,Nagasaki,792 ,42
9673,Kumamoto,625 ,43
9674,Oita,631 ,44
9675,Miyazaki,580 ,45
9676,Kagoshima,484 ,46
9677,Okinawa,1243 ,47
9678,Akita,302 ,5
9679,Yamagata,374 ,6
9680,Fukushima,438 ,7
9681,Ibaraki,719 ,8
9682,Tochigi,648 ,9
9683,Hokkaido,235 ,1
9684,Gunma,852 ,10
9685,Saitama,2844 ,11
9686,Chiba,1761 ,12
9687,Tokyo,9793 ,13
9688,Kanagawa,6253 ,14
9689,Niigata,490 ,15
9690,Toyama,567 ,16
9691,Ishikawa,818 ,17
9692,Fukui,713 ,18
9693,Yamanashi,850 ,19
9694,Aomori,386 ,2
9695,Nagano,635 ,20
9696,Gifu,899 ,21
9697,Shizuoka,1325 ,22
9698,Aichi,2527 ,23
9699,Mie,865 ,24
9700,Shiga,1082 ,25
9701,Kyoto,2201 ,26
9702,Osaka,6620 ,27
9703,Hyogo,1964 ,28
9704,Nara,1555 ,29
9705,Iwate,330 ,3
9706,Wakayama,830 ,30
9707,Tottori,617 ,31
9708,Shimane,519 ,32
9709,Okayama,852 ,33
9710,Hiroshima,1213 ,34
9711,Yamaguchi,796 ,35
9712,Tokushima,721 ,36
9713,Kagawa,951 ,37
9714,Ehime,800 ,38
9715,Kochi,600 ,39
9716,Miyagi,731 ,4
9717,Fukuoka,1848 ,40
9718,Saga,610 ,41
9719,Nagasaki,792 ,42
9720,Kumamoto,625 ,43
9721,Oita,631 ,44
9722,Miyazaki,580 ,45
9723,Kagoshima,484 ,46
9724,Okinawa,1243 ,47
9725,Akita,302 ,5
9726,Yamagata,374 ,6
9727,Fukushima,438 ,7
9728,Ibaraki,719 ,8
9729,Tochigi,648 ,9
9730,Hokkaido,235 ,1
9731,Gunma,852 ,10
9732,Saitama,2844 ,11
9733,Chiba,1761 ,12
9734,Tokyo,9793 ,13
9735,Kanagawa,6253 ,14
9736,Niigata,490 ,15
9737,Toyama,567 ,16
9738,Ishikawa,818 ,17
9739,Fukui,713 ,18
9740,Yamanashi,850 ,19
9741,Aomori,386 ,2
9742,Nagano,635 ,20
9743,Gifu,899 ,21
9744,Shizuoka,1325 ,22
9745,Aichi,2527 ,23
9746,Mie,865 ,24
9747,Shiga,1082 ,25
9748,Kyoto,2201 ,26
9749,Osaka,6620 ,27
9750,Hyogo,1964 ,28
9751,Nara,1555 ,29
9752,Iwate,330 ,3
9753,Wakayama,830 ,30
9754,Tottori,617 ,31
9755,Shimane,519 ,32
9756,Okayama,852 ,33
9757,Hiroshima,1213 ,34
9758,Yamaguchi,796 ,35
9759,Tokushima,721 ,36
9760,Kagawa,951 ,37
9761,Ehime,800 ,38
9762,Kochi,600 ,39
9763,Miyagi,731 ,4
9764,Fukuoka,1848 ,40
9765,Saga,610 ,41
9766,Nagasaki,792 ,42
9767,Kumamoto,625 ,43
9768,Oita,631 ,44
9769,Miyazaki,580 ,45
9770,Kagoshima,484 ,46
9771,Okinawa,1243 ,47
9772,Akita,302 ,5
9773,Yamagata,374 ,6
9774,Fukushima,438 ,7
9775,Ibaraki,719 ,8
9776,Tochigi,648 ,9
9777,Hokkaido,235 ,1
9778,Gunma,852 ,10
9779,Saitama,2844 ,11
9780,Chiba,1761 ,12
9781,Tokyo,9793 ,13
9782,Kanagawa,6253 ,14
9783,Niigata,490 ,15
9784,Toyama,567 ,16
9785,Ishikawa,818 ,17
9786,Fukui,713 ,18
9787,Yamanashi,850 ,19
9788,Aomori,386 ,2
9789,Nagano,635 ,20
9790,Gifu,899 ,21
9791,Shizuoka,1325 ,22
9792,Aichi,2527 ,23
9793,Mie,865 ,24
9794,Shiga,1082 ,25
9795,Kyoto,2201 ,26
9796,Osaka,6620 ,27
9797,Hyogo,1964 ,28
9798,Nara,1555 ,29
9799,Iwate,330 ,3
9800,Wakayama,830 ,30
9801,Tottori,617 ,31
9802,Shimane,519 ,32
9803,Okayama,852 ,33
9804,Hiroshima,1213 ,34
9805,Yamaguchi,796 ,35
9806,Tokushima,721 ,36
9807,Kagawa,951 ,37
9808,Ehime,800 ,38
9809,Kochi,600 ,39
9810,Miyagi,731 ,4
9811,Fukuoka,1848 ,40
9812,Saga,610 ,41
9813,Nagasaki,792 ,42
9814,Kumamoto,625 ,43
9815,Oita,631 ,44
9816,Miyazaki,580 ,45
9817,Kagoshima,484 ,46
9818,Okinawa,1243 ,47
9819,Akita,302 ,5
9820,Yamagata,374 ,6
9821,Fukushima,438 ,7
9822,Ibaraki,719 ,8
9823,Tochigi,648 ,9
9824,Hokkaido,235 ,1
9825,Gunma,852 ,10
9826,Saitama,2844 ,11
9827,Chiba,1761 ,12
9828,Tokyo,9793 ,13
9829,Kanagawa,6253 ,14
9830,Niigata,490 ,15
9831,Toyama,567 ,16
9832,Ishikawa,818 ,17
9833,Fukui,713 ,18
9834,Yamanashi,850 ,19
9835,Aomori,386 ,2
9836,Nagano,635 ,20
9837,Gifu,899 ,21
9838,Shizuoka,1325 ,22
9839,Aichi,2527 ,23
9840,Mie,865 ,24
9841,Shiga,1082 ,25
9842,Kyoto,2201 ,26
9843,Osaka,6620 ,27
9844,Hyogo,1964 ,28
9845,Nara,1555 ,29
9846,Iwate,330 ,3
9847,Wakayama,830 ,30
9848,Tottori,617 ,31
9849,Shimane,519 ,32
9850,Okayama,852 ,33
9851,Hiroshima,1213 ,34
9852,Yamaguchi,796 ,35
9853,Tokushima,721 ,36
9854,Kagawa,951 ,37
9855,Ehime,800 ,38
9856,Kochi,600 ,39
9857,Miyagi,731 ,4
9858,Fukuoka,1848 ,40
9859,Saga,610 ,41
9860,Nagasaki,792 ,42
9861,Kumamoto,625 ,43
9862,Oita,631 ,44
9863,Miyazaki,580 ,45
9864,Kagoshima,484 ,46
9865,Okinawa,1243 ,47
9866,Akita,302 ,5
9867,Yamagata,374 ,6
9868,Fukushima,438 ,7
9869,Ibaraki,719 ,8
9870,Tochigi,648 ,9
9871,Hokkaido,235 ,1
9872,Gunma,852 ,10
9873,Saitama,2844 ,11
9874,Chiba,1761 ,12
9875,Tokyo,9793 ,13
9876,Kanagawa,6253 ,14
9877,Niigata,490 ,15
9878,Toyama,567 ,16
9879,Ishikawa,818 ,17
9880,Fukui,713 ,18
9881,Yamanashi,850 ,19
9882,Aomori,386 ,2
9883,Nagano,635 ,20
9884,Gifu,899 ,21
9885,Shizuoka,1325 ,22
9886,Aichi,2527 ,23
9887,Mie,865 ,24
9888,Shiga,1082 ,25
9889,Kyoto,2201 ,26
9890,Osaka,6620 ,27
9891,Hyogo,1964 ,28
9892,Nara,1555 ,29
9893,Iwate,330 ,3
9894,Wakayama,830 ,30
9895,Tottori,617 ,31
9896,Shimane,519 ,32
9897,Okayama,852 ,33
9898,Hiroshima,1213 ,34
9899,Yamaguchi,796 ,35
9900,Tokushima,721 ,36
9901,Kagawa,951 ,37
9902,Ehime,800 ,38
9903,Kochi,600 ,39
9904,Miyagi,731 ,4
9905,Fukuoka,1848 ,40
9906,Saga,610 ,41
9907,Nagasaki,792 ,42
9908,Kumamoto,625 ,43
9909,Oita,631 ,44
9910,Miyazaki,580 ,45
9911,Kagoshima,484 ,46
9912,Okinawa,1243 ,47
9913,Akita,302 ,5
9914,Yamagata,374 ,6
9915,Fukushima,438 ,7
9916,Ibaraki,719 ,8
9917,Tochigi,648 ,9
9918,Hokkaido,235 ,1
9919,Gunma,852 ,10
9920,Saitama,2844 ,11
9921,Chiba,1761 ,12
9922,Tokyo,9793 ,13
9923,Kanagawa,6253 ,14
